1490 19090
17 1230 140
17 523 1
17 663 75
17 404 1
17 179 526
17 108 377
17 143 166
17 560 1
17 571 76
17 15 687
17 563 621
17 98 183
17 217 1
17 494 1
17 603 25
17 573 1
17 578 1
17 622 804
17 641 892
17 155 1
17 702 113
17 728 1
17 71 1
18 744 2
18 978 164
18 143 43
19 54 1
19 563 1
19 153 51
19 154 1
19 179 38
19 322 3
19 692 14
19 590 6
19 640 20
19 663 1
19 676 1
19 88 1
19 1208 3
20 1178 1
20 573 1
20 608 1
20 1244 33
20 1152 26
20 113 45
20 190 1
20 322 1
20 300 1
20 154 175
20 54 19
20 560 1
20 467 1
20 143 1
20 640 219
20 492 88
20 209 1
20 676 115
20 534 2
20 728 52
20 296 4
20 118 1
20 201 61
20 482 1
20 569 1
20 28 952
20 416 1
20 1088 59
20 685 189
20 674 1
20 724 1
20 641 205
20 186 446
20 0 106
20 217 1
20 188 1
20 1050 1
20 1190 331
21 523 1
21 797 1
21 573 14
21 386 24
21 962 6
21 1436 1
21 23 178
21 296 764
21 322 1
21 755 3
21 405 1
21 433 1
21 482 44
21 188 18
21 499 390
21 614 2
21 641 1
21 725 1
21 492 27
22 23 4
22 797 7
22 54 9
22 101 1
22 106 1
22 153 1
22 154 1
22 169 1
22 179 655
22 494 1
22 390 24
22 401 8
22 433 1
22 562 18
22 569 1
22 574 3
22 608 2
22 609 1
22 622 2
22 640 2
22 641 1
22 534 1
22 643 3
22 740 32
22 736 5
22 1379 2
22 26 220
22 989 25
22 676 1
23 22 66
23 22 34
23 23 1
23 797 1
23 797 830
23 54 1
23 54 15
23 101 5
23 101 1
23 106 36
23 106 26
23 153 1
23 153 1
23 154 2
23 154 291
23 169 1
23 169 1
23 494 1
23 494 1
23 390 247
23 390 1
23 401 1
23 401 11
23 433 1
23 433 759
23 562 1
23 562 13
23 569 1
23 569 254
23 609 2
23 609 312
23 622 5
23 622 1
23 640 256
23 640 1
23 641 14
23 641 1
23 534 18
23 534 528
23 643 215
23 643 901
23 740 91
23 740 845
23 88 278
23 88 2
23 962 159
23 962 6
25 154 425
26 247 1
26 584 91
26 153 3
26 753 1
26 154 1
26 77 17
26 54 1
26 143 1
26 640 255
26 322 1
26 169 1
26 1478 4
26 622 501
27 452 148
27 433 1
27 113 43
27 340 138
27 451 1
27 154 62
27 640 8
27 1269 1
27 740 1
27 209 1
28 167 1
28 309 31
28 408 1
28 219 6
28 603 8
28 543 713
28 588 1
28 161 54
28 643 365
28 201 51
28 649 72
28 14 514
28 143 49
28 370 1
28 166 1
28 661 1
28 431 1
28 608 1
28 350 1
28 641 1
28 247 1
28 590 9
28 534 4
28 267 2
28 30 1
28 54 13
28 154 1
28 686 230
28 640 311
28 492 1
28 449 1
28 711 1
28 179 1
28 698 1
28 692 1
28 386 336
28 44 239
28 322 6
28 725 2
30 1250 204
30 149 30
30 98 5
30 373 243
30 491 1
30 573 5
30 648 1
30 507 1
30 725 1
30 201 1
30 676 1
30 861 1
30 797 34
30 641 305
30 188 394
30 492 129
30 540 1
30 34 942
30 296 1
30 404 23
30 440 730
30 154 533
30 459 6
30 346 893
30 348 3
30 460 5
30 393 1
30 755 4
30 728 2
30 534 1
30 562 173
30 1062 1
30 935 565
30 972 1
30 1462 48
30 96 1
31 1436 4
31 543 34
31 563 448
31 154 1
31 1111 1
32 1069 3
33 1027 2
33 158 1
33 552 24
34 441 1
34 728 1
34 640 326
34 296 1
34 153 182
34 54 10
35 54 78
35 154 1
35 686 98
35 640 138
35 482 50
35 188 1
35 296 1
35 728 1
35 978 859
37 376 1
39 154 371
39 223 1
39 546 1
39 416 509
39 559 1
39 725 1
39 386 1
39 523 1
39 226 1
39 188 1
39 228 1
39 74 1
39 171 480
39 608 1
39 649 2
39 590 228
39 98 1
39 12 1
39 576 869
39 54 1
39 641 1
39 711 488
39 247 8
39 491 1
39 633 7
39 460 1
39 459 826
39 565 271
39 640 1
39 534 3
39 643 1
39 143 1
39 663 14
39 179 1
39 488 603
39 287 1
39 201 1
39 686 519
39 30 166
39 728 1
39 753 1
39 34 1
39 494 3
39 692 492
39 393 1
39 362 102
39 388 3
39 614 3
39 373 1
39 277 1
39 464 11
39 71 1
39 516 2
39 101 14
39 755 1
39 569 569
39 687 1
39 263 1
39 611 59
39 209 1
39 296 14
39 573 1
39 38 2
39 88 1
39 398 2
39 518 83
39 433 1
39 636 821
39 513 57
39 123 10
39 507 257
39 648 5
39 448 1
39 674 1
39 401 194
39 190 37
39 7 77
39 571 81
39 404 1
39 482 1
39 622 1
39 1436 1
39 453 1
39 75 12
39 717 71
39 77 861
39 84 2
39 1269 16
40 430 1
40 686 1
40 624 527
40 668 1
40 453 417
40 511 13
41 84 1
41 1316 984
41 322 345
41 154 1
41 149 1
41 54 3
41 362 84
41 590 36
41 640 178
41 71 1
42 169 805
42 154 9
42 470 2
42 1436 1
44 563 1
44 543 97
44 716 1
45 322 6
45 755 1
45 54 130
45 296 876
45 518 266
45 171 3
45 74 734
45 228 19
45 139 1
45 84 680
45 208 2
45 442 972
45 452 25
45 82 22
45 513 428
45 534 49
45 158 4
45 640 1
45 686 1
45 728 3
45 300 1
45 154 1
45 433 1
45 569 2
45 34 30
45 98 25
45 584 78
45 935 1
45 217 1
45 401 4
45 179 652
45 494 1
45 346 1
45 362 49
45 404 511
45 492 68
45 562 30
45 641 552
45 740 3
45 546 1
45 143 1
45 149 673
45 663 17
45 471 52
45 488 1
45 491 15
45 590 3
45 1462 164
45 725 383
45 1477 1
45 114 1
45 479 10
45 614 861
46 728 1
52 54 1
52 445 487
54 153 12
54 26 1
54 608 1
54 562 3
54 492 1
54 154 24
54 643 1
54 143 308
54 641 1
54 649 1
54 755 2
54 569 1
54 578 9
54 534 49
54 404 618
54 640 1
54 179 1
54 188 1
54 171 8
54 296 19
54 300 302
54 433 182
54 158 109
54 622 6
54 576 48
54 228 1
54 370 1
54 663 1
54 686 3
54 725 1
54 453 1
54 560 1
54 565 1
54 23 1
54 74 1
54 155 27
54 726 92
54 482 1
54 466 1
54 674 1
54 34 1
54 201 1
54 639 1
54 459 1
54 460 534
54 633 1
54 362 1
54 416 1
54 186 2
54 15 5
54 166 1
54 390 176
54 30 117
54 287 1
54 675 935
54 494 1
54 190 1
54 445 37
54 471 33
54 149 23
54 84 873
54 546 215
54 88 222
54 217 1
54 117 17
54 38 1
54 614 10
54 491 24
54 386 1
54 13 45
54 479 4
54 711 1
54 440 734
54 398 703
54 668 1
54 267 1
54 590 591
54 373 1
54 346 1
54 753 1
54 98 218
54 584 1
54 22 1
54 322 1
54 17 1
54 20 1
54 21 1
55 54 49
55 153 93
55 26 1
55 608 35
55 562 39
55 492 4
55 154 2
55 643 883
55 143 495
55 641 1
55 649 2
55 755 6
55 569 15
55 578 16
55 534 39
55 404 4
55 640 203
55 179 6
55 188 485
55 171 1
55 296 866
55 300 1
55 433 4
55 158 1
55 622 539
55 576 6
55 228 1
55 370 241
55 663 1
55 686 939
55 725 1
55 453 1
55 560 1
55 565 81
55 23 235
55 74 4
55 155 14
55 726 1
55 482 1
55 466 838
55 674 1
55 34 4
55 201 93
55 639 9
55 459 1
55 460 3
55 633 850
55 362 1
55 416 29
55 186 1
55 15 1
55 166 1
55 390 1
55 30 5
55 287 386
55 675 1
55 494 1
55 190 345
55 445 146
55 471 1
55 149 1
55 84 212
55 546 1
55 88 327
55 217 1
55 117 2
55 38 1
55 614 1
55 491 14
55 386 59
55 13 1
55 479 81
55 711 1
55 440 31
55 398 345
55 668 64
55 267 1
55 590 89
55 373 596
55 346 59
55 753 678
55 98 273
55 584 18
55 22 1
55 322 83
55 17 2
55 20 1
55 21 4
57 1436 62
57 219 1
57 586 575
57 1134 1
63 740 399
63 978 506
63 169 6
64 26 1
65 357 5
65 247 41
67 54 5
67 154 1
67 686 9
67 962 1
67 640 1
67 153 1
67 296 78
67 322 1
67 171 395
67 578 142
67 404 1
67 479 7
67 620 1
67 0 1
67 274 1
67 204 52
67 555 1
67 114 4
67 494 1
67 155 2
67 563 1
67 989 1
67 1050 5
68 563 1
68 640 75
69 81 89
69 546 10
69 84 11
69 139 20
69 154 9
69 186 511
69 228 1
69 77 171
69 171 1
69 433 1
69 488 1
69 518 320
69 513 34
69 74 1
69 640 1
69 686 1
69 711 2
69 740 1
71 640 1
71 482 124
71 22 1
71 154 1
71 190 1
71 322 937
71 12 6
71 17 1
71 546 1
71 34 1
71 54 1
71 563 1
71 555 1
71 416 3
71 98 325
71 113 3
71 117 484
71 149 1
71 153 676
71 395 9
71 296 15
71 166 926
71 186 8
71 209 1
71 459 1
71 217 1
71 622 16
71 144 2
71 179 78
71 248 2
71 287 1
71 494 413
71 464 374
71 603 1
71 346 124
71 350 4
71 362 16
71 755 3
71 404 1
71 433 1
71 445 1
71 466 1
71 467 1
71 488 4
71 692 3
71 188 157
71 491 30
71 492 114
71 201 1
71 728 25
71 518 1
71 543 1
71 89 65
71 562 1
71 565 1
71 578 1
71 584 48
71 590 1
71 753 16
71 663 4
71 636 1
71 641 2
71 534 2
71 643 1
71 675 1
71 646 1
71 686 19
71 711 1
71 713 3
71 725 1
71 726 1
71 88 286
71 742 86
72 728 1
72 755 286
72 99 7
72 543 15
72 640 260
72 535 1
72 34 336
72 71 4
72 188 1
72 740 509
72 466 34
72 641 350
74 546 1
74 483 213
74 34 1
74 45 55
74 54 1
74 263 1
74 84 1
74 98 821
74 101 25
74 106 537
74 296 8
74 171 742
74 114 1
74 659 2
74 144 1
74 149 5
74 154 1
74 158 5
74 166 217
74 184 1
74 209 2
74 190 1
74 228 1
74 459 1
74 217 383
74 179 504
74 77 1
74 325 1
74 464 79
74 346 2
74 431 574
74 362 5
74 386 2
74 460 360
74 393 60
74 755 1
74 404 1
74 440 2
74 281 209
74 466 513
74 471 16
74 474 1
74 479 3
74 482 1
74 488 23
74 188 1
74 492 1
74 728 1
74 518 1
74 513 191
74 537 1
74 562 2
74 576 258
74 584 1
74 590 2
74 267 6
74 373 1
74 608 1
74 614 1
74 622 1
74 633 1
74 640 9
74 641 2
74 643 3
74 12 1
74 649 1
74 663 117
74 675 4
74 686 419
74 1436 1
74 711 1
74 713 1
74 71 854
74 740 5
75 978 1
75 681 950
76 154 3
76 433 1
78 647 1
78 154 1
78 190 1
78 223 47
78 277 2
78 603 761
78 39 1
78 571 169
78 753 1
79 1208 166
79 608 32
79 854 1
79 641 209
79 940 1
79 77 212
80 1477 486
80 641 1
80 675 1
80 132 1
81 74 13
81 114 43
81 362 1
81 492 978
81 77 25
81 228 804
81 171 227
81 139 1
81 546 1
81 587 1
81 400 1
81 54 381
81 154 2
81 203 1
81 244 4
81 433 1
81 513 1
81 641 41
81 640 6
81 489 90
81 471 421
81 84 1
81 1098 1
81 692 7
81 409 1
81 590 80
81 118 1
81 188 1
81 45 326
81 66 1
81 71 6
81 98 1
81 101 1
81 460 28
81 404 6
81 578 1
81 583 4
83 640 462
83 797 1
83 534 436
83 416 1
83 54 8
83 740 2
83 962 727
84 85 1
84 461 7
84 546 1
84 38 110
84 54 1
84 322 585
84 139 2
84 154 330
84 74 164
84 228 1
84 171 1
84 296 107
84 471 180
84 513 15
84 640 734
84 534 982
86 228 1
86 1436 523
86 263 1
86 114 1
86 154 556
86 180 824
86 392 1
86 223 7
86 277 1
86 39 18
86 636 45
88 643 1
88 578 1
88 546 1
88 494 1
88 569 1
88 54 1
88 71 405
88 467 1
88 263 472
88 668 13
88 692 1
88 188 1
88 633 1
88 466 1
88 492 33
88 562 1
88 373 437
88 117 1
88 587 70
88 1178 1
88 989 1
88 1244 1
88 1152 128
88 22 1
88 1040 640
88 1050 1
89 633 1
89 54 152
89 640 1
89 404 1
89 179 1
89 154 2
89 546 26
89 153 150
89 184 1
89 244 1
89 430 1
89 416 71
89 101 46
89 98 1
89 296 110
89 143 7
89 149 1
89 395 1
89 232 1
89 622 10
89 445 86
89 188 920
89 492 1
89 728 4
89 668 2
89 641 1
89 71 2
89 686 286
89 15 585
89 117 3
89 217 17
89 494 1
89 467 76
89 692 1
89 569 1
89 578 1
89 643 1
89 300 1
89 740 1
89 88 10
91 639 1
91 1436 349
91 494 5
92 728 1
92 513 1
92 978 902
92 492 1
94 370 1
94 232 85
94 753 70
94 725 1
94 340 4
96 433 2
97 728 3
97 154 904
97 113 1
97 452 1
98 267 1
98 161 28
98 12 1
98 13 285
98 546 11
98 34 11
98 38 1
98 563 1
98 113 997
98 117 1
98 143 784
98 144 135
98 149 1
98 154 191
98 166 11
98 186 1
98 190 433
98 209 1
98 459 1
98 54 638
98 217 1
98 649 42
98 179 66
98 300 172
98 494 464
98 322 31
98 464 1
98 171 405
98 431 1
98 453 127
98 346 1
98 663 1
98 350 1
98 362 36
98 370 165
98 386 1
98 460 4
98 393 1
98 755 199
98 404 1
98 416 530
98 433 1
98 440 1
98 445 1
98 466 106
98 467 29
98 471 1
98 476 1
98 479 93
98 482 1
98 488 1
98 692 94
98 188 2
98 491 517
98 492 1
98 201 1
98 507 9
98 728 1
98 518 105
98 516 1
98 535 1
98 543 1
98 89 1
98 550 799
98 562 1
98 565 1
98 569 10
98 573 1
98 576 294
98 578 152
98 590 6
98 296 3
98 373 2
98 753 181
98 614 1
98 622 1
98 633 27
98 534 1
98 513 646
98 641 1
98 640 427
98 643 1
98 388 1
98 668 4
98 574 13
98 674 4
98 648 384
98 686 1
98 702 1
98 711 32
98 713 1
98 725 1
98 726 1
98 71 4
98 88 11
98 620 17
99 479 1
99 535 36
99 641 4
99 619 7
99 154 1
99 433 1
99 728 131
99 296 1
99 640 75
99 74 1
99 149 2
99 22 1
99 54 1
99 72 61
99 84 18
99 113 1
99 217 1
99 322 579
99 362 2
99 386 523
99 404 1
99 416 1
99 437 1
99 491 4
99 209 1
99 753 13
99 153 1
99 395 290
99 1462 122
99 686 1
99 725 9
100 608 3
100 494 2
100 153 1
100 574 727
100 640 17
100 546 1
100 101 1
100 154 129
100 169 525
100 433 1
100 30 1
100 563 1
100 64 1
100 296 1
100 108 1
100 114 32
100 117 8
100 143 67
100 144 1
100 149 19
100 204 2
100 459 6
100 54 1
100 1050 1
100 287 72
100 325 1
100 171 3
100 362 1
100 460 1
100 393 1
100 755 20
100 440 90
100 466 7
100 410 4
100 488 3
100 188 1
100 492 1
100 728 240
100 513 1
100 552 1
100 569 8
100 571 1
100 584 1
100 1336 3
100 753 1
100 641 1
100 534 1
100 643 1
100 136 1
100 649 1
100 663 55
100 388 2
100 674 1
100 678 677
100 686 1
100 711 45
100 71 62
100 740 489
100 77 1
100 322 25
100 778 1
100 390 5
101 154 434
101 513 833
101 395 1
101 348 29
102 491 1
102 244 1
102 474 1
102 101 1
102 81 1
102 587 7
108 54 1
108 154 782
108 143 1
108 179 721
108 643 1
108 188 16
108 584 1
108 640 1
108 88 10
108 362 1
108 482 5
108 674 2
108 730 23
108 560 2
108 668 1
108 433 2
108 23 4
108 1228 819
108 445 956
108 416 1
108 17 1
108 595 1
108 523 1
108 755 11
108 573 1
108 22 10
108 322 4
108 725 1
108 388 23
108 622 2
108 95 165
108 728 347
108 663 174
108 817 180
108 84 1
108 534 1
108 430 1
109 322 1
109 500 23
112 995 2
112 1178 2
112 362 350
112 430 1
112 54 206
112 640 1
112 143 1
112 643 52
112 179 685
112 154 97
112 13 62
112 686 1
112 300 1
112 322 93
112 513 1
112 676 1
112 169 185
112 728 1
113 452 1
113 640 549
113 797 16
113 209 772
114 154 1
114 479 609
114 534 230
114 84 1
114 433 1
114 171 1
114 228 1
114 139 1
114 518 1
114 0 2
114 555 17
114 204 1
114 558 169
114 620 27
114 823 1
114 855 29
114 1416 1
114 54 1
114 185 569
114 962 1
114 401 1
114 640 2
114 442 368
114 513 1
114 797 11
114 208 107
114 1178 233
114 728 1
114 755 36
115 247 157
116 962 626
116 26 3
116 668 53
116 169 145
116 470 1
116 154 1
116 640 3
116 54 1
116 322 1
116 740 1
116 203 1
116 247 517
116 430 4
116 22 15
116 560 393
116 236 32
116 153 294
116 608 214
116 437 123
116 797 1
116 514 1
116 989 116
116 1050 13
116 1062 2
116 209 47
117 13 295
117 54 13
117 98 1
117 296 170
117 728 1
117 144 242
117 154 1
117 179 5
117 459 291
117 346 309
117 362 1
117 386 1
117 404 1
117 440 79
117 492 2
117 562 1
117 565 20
117 569 1
117 576 1
117 584 1
117 373 1
117 753 5
117 641 2
117 675 128
117 643 4
117 686 1
117 711 2
117 71 1
117 15 1
117 17 16
117 23 2
117 546 19
117 34 690
117 652 1
117 563 17
117 14 4
117 143 275
117 149 463
117 166 4
117 186 26
117 201 142
117 217 1
117 649 2
117 287 679
117 300 1
117 322 1
117 325 303
117 663 1
117 350 45
117 370 1
117 460 181
117 393 2
117 755 1
117 445 315
117 467 1
117 482 11
117 188 1
117 488 1
117 491 288
117 516 1
117 668 6
117 89 917
117 560 1
117 578 43
117 590 1
117 602 1
117 614 5
117 630 1
117 633 5
117 702 5
117 713 1
117 725 168
117 726 6
117 740 6
117 88 113
117 534 1
117 640 1
117 12 69
117 494 136
117 453 1
118 13 1
118 1040 409
118 1478 71
118 1050 51
118 809 2
118 640 7
118 54 1
118 587 1
118 1020 990
118 1249 9
118 935 1
118 1477 29
118 1222 54
118 154 1
118 940 1
118 1151 1
118 960 879
118 1208 195
118 84 1
118 995 1
118 171 1
118 1147 1
118 563 1
118 1085 1
118 755 2
118 1111 1
118 482 15
118 1436 59
118 1462 3
118 1324 1
118 1336 1
118 1062 142
118 686 1
118 1460 446
118 311 1
118 489 1
118 966 1
120 482 60
120 84 1
120 154 1
120 203 188
120 171 791
120 474 14
120 513 43
120 640 57
120 396 90
120 740 2
122 154 20
122 636 364
122 433 85
122 84 2
122 322 974
122 797 1
123 448 1
123 179 1
123 663 1
123 560 1
123 559 2
123 620 1
123 668 176
123 310 123
123 674 1
123 728 1
123 494 11
123 71 1
123 325 1
123 248 1
123 492 1
123 464 73
123 734 1
123 518 3
123 291 1
123 725 1
123 154 1
123 388 294
123 692 1
123 640 1
123 294 1
123 103 1
123 54 1
123 647 1
124 54 1
124 492 1
124 144 468
124 663 1
124 154 46
124 728 1
127 978 1
128 77 1
129 574 1
129 797 759
129 1152 61
131 1269 6
131 1436 4
131 87 1
131 322 2
131 1477 25
131 648 1
131 448 2
131 550 1
131 232 2
131 300 153
131 640 1
131 154 400
131 1000 1
131 149 1
131 740 1
131 1050 5
131 797 58
131 726 1
131 26 1
131 1329 9
135 802 74
135 772 1
135 1121 147
135 972 607
135 1294 145
135 1436 1
136 640 1
136 546 5
136 54 109
136 71 42
136 100 414
136 117 1
136 143 554
136 154 1
136 179 5
136 649 1
136 287 572
136 494 3
136 322 84
136 362 1
136 388 1
136 755 92
136 440 35
136 569 6
136 574 1
136 576 48
136 584 1
136 753 1
136 622 1
136 608 7
136 643 11
136 641 138
136 686 2
136 711 1
136 740 79
136 88 1
137 640 1
137 54 1
137 154 1
137 728 57
137 688 58
137 433 323
137 663 929
137 534 1
137 209 1
137 755 1
137 228 1
137 171 1
137 74 118
137 139 1
139 712 850
139 171 1
139 228 544
139 74 3
139 114 1
139 569 2
139 430 13
139 54 899
139 98 1
139 144 1
139 149 18
139 154 581
139 296 395
139 232 1
139 649 162
139 479 342
139 362 198
139 640 2
139 188 38
139 440 1
139 471 6
139 488 1
139 492 141
139 728 1
139 513 6
139 576 2
139 633 208
139 641 47
139 534 1
139 643 2
139 686 5
139 711 1
139 482 35
139 725 1
139 71 1
140 247 265
141 362 323
141 453 1
141 940 1
141 376 2
141 971 1
141 663 1
142 640 1
142 154 1
142 416 190
143 640 1
143 54 1
143 154 5
143 166 1
143 188 1
143 179 1
143 668 25
143 797 1
143 217 18
143 416 68
143 22 1
143 26 11
143 153 1
143 232 1
143 30 6
143 17 162
143 20 12
143 23 1
143 28 8
143 546 397
143 483 1
143 34 1
143 38 154
143 563 1
143 84 1
143 101 971
143 98 40
143 100 324
143 296 2
143 108 1
143 464 823
143 117 1
143 659 1
143 126 1
143 226 38
143 142 10
143 149 4
143 144 1
143 190 1
143 209 2
143 728 2
143 459 1
143 661 1
143 622 350
143 136 2
143 649 49
143 258 1
143 277 158
143 280 1
143 287 798
143 494 222
143 334 739
143 603 1
143 393 1
143 663 1
143 350 1
143 431 1
143 362 4
143 370 1
143 376 41
143 386 1
143 281 1
143 440 1
143 466 1
143 467 31
143 471 1
143 701 3
143 488 2
143 491 1
143 247 1
143 492 1
143 201 161
143 89 1
143 560 3
143 562 8
143 565 1
143 569 1
143 571 101
143 574 1
143 576 265
143 578 300
143 584 1
143 588 1
143 590 1
143 753 93
143 608 321
143 633 576
143 675 1
143 641 1
143 534 30
143 643 16
143 644 12
143 686 328
143 702 1
143 711 1
143 725 132
143 18 560
143 300 59
143 740 1
143 88 1
143 742 76
143 398 4
143 71 6
143 482 1
143 620 3
143 755 1
146 154 2
146 322 8
146 54 1
146 169 2
146 247 82
146 729 1
148 185 1
148 797 168
148 154 1
148 54 83
148 640 1
148 71 134
148 488 1
149 573 38
149 728 241
149 395 51
149 755 1
149 393 7
149 1062 1
149 1050 40
149 217 112
149 1244 1
149 1462 403
149 618 2
149 569 423
149 30 486
149 54 1
149 98 2
149 676 16
149 322 1
149 154 1
149 296 108
149 935 1
149 459 5
149 348 1
149 1324 2
149 460 1
149 640 1
149 404 1
149 440 1
149 489 1
149 492 41
149 668 4
149 565 15
149 675 93
149 534 2
149 476 1
149 45 1
149 99 6
149 1208 1
149 1230 1
149 232 209
149 34 1
149 781 1
149 1249 1
149 186 1
149 1412 1
149 1000 1
149 416 1
149 526 10
150 587 2
150 1178 3
150 88 388
150 54 4
150 322 187
150 179 33
150 726 1
150 640 1
150 190 1
150 578 1
150 467 1
150 118 1
150 482 167
150 513 52
150 728 1
150 300 9
150 560 1
150 154 967
150 1066 1
150 641 61
150 188 1
150 1152 1
150 74 128
151 460 13
151 236 75
154 88 1
154 54 716
154 640 1
154 74 307
154 158 1
154 322 67
154 433 1
154 622 622
154 663 2
154 12 1
154 22 1
154 38 1
154 101 18
154 45 1
154 98 361
154 114 11
154 153 1
154 296 1
154 179 1
154 209 27
154 232 1
154 649 1
154 346 1
154 362 180
154 390 527
154 404 1
154 440 2
154 188 13
154 479 1
154 491 12
154 492 105
154 518 17
154 513 20
154 562 1
154 753 71
154 636 1
154 641 14
154 534 2
154 643 1
154 686 16
154 300 1
154 228 1
154 171 2
154 442 59
154 169 26
154 608 1
155 563 1
155 322 1
155 54 3
155 543 412
155 640 495
155 296 2
155 34 782
155 445 1
155 614 15
155 179 1
155 639 126
155 464 1
155 574 1
155 186 1
155 755 1
155 154 933
155 643 1
155 466 1
155 188 233
155 153 17
155 989 108
155 1050 13
156 154 7
156 640 65
156 433 1
156 54 453
156 113 1
156 728 487
156 84 1
156 139 896
156 114 530
157 417 1
158 154 537
158 54 1
158 728 23
159 644 8
159 171 2
159 658 180
159 95 197
159 494 1
159 154 1
159 1020 94
159 366 1
159 332 145
159 77 1
159 563 3
159 27 1
159 169 2
159 34 674
159 322 1
159 275 6
159 23 1
159 877 435
161 30 21
161 28 15
161 64 1
161 98 106
161 114 1
161 154 1
161 166 4
161 54 1
161 362 354
161 188 110
161 480 1
161 491 1
161 576 1
161 753 508
161 641 1
161 978 1
161 649 2
161 14 1
162 154 36
162 169 1
162 247 1
162 26 1
164 247 143
164 84 1
164 390 1
164 648 6
164 497 64
164 546 1
164 492 428
164 1436 19
164 507 1
164 54 1
164 98 1
164 659 1
164 416 1
164 668 1
164 312 1
164 255 875
164 674 1
165 640 1
166 728 717
166 322 2
166 659 203
166 153 138
166 640 1
166 989 1
166 492 3
166 1178 1
166 370 1
166 686 1
166 54 1
166 534 1
166 154 1
166 755 23
166 300 38
166 416 1
166 404 29
166 643 12
166 641 1
166 562 2
166 1359 1
166 440 15
166 668 323
166 740 1
166 467 1
166 74 1
166 161 1
166 117 3
166 711 1
166 511 1
166 386 1
166 559 91
166 184 1
166 252 1
166 468 547
166 453 1
166 315 1
166 584 1
166 661 1
166 388 1
166 28 1000
166 478 1
167 154 3
167 54 1
167 735 1
167 640 1
167 161 20
167 28 1
167 563 287
167 660 1
167 255 1
167 258 1
167 282 1
167 322 93
167 663 2
167 14 89
167 350 5
167 431 1
167 362 342
167 450 1
167 507 2
167 550 2
167 633 356
167 641 1
167 698 1
167 453 6
169 64 30
169 639 7
169 54 2
169 154 4
169 640 1
171 569 298
171 430 8
171 54 11
171 98 137
171 322 23
171 149 2
171 154 7
171 296 3
171 232 1
171 228 1
171 649 6
