297 2359
12 168 110
12 168 312
12 169 232
12 170 466
12 171 93
12 172 809
12 173 374
12 174 986
12 175 562
12 176 624
12 177 370
12 178 245
12 179 705
12 180 150
12 181 678
12 182 83
12 183 807
13 6 512
13 34 384
13 209 260
13 23 28
13 35 18
13 47 65
13 48 380
13 43 517
13 46 963
13 88 355
13 73 929
13 74 456
13 77 474
13 75 879
14 114 875
14 11 430
14 12 294
14 86 568
14 118 718
14 3 468
14 4 850
14 13 621
14 75 995
15 16 491
15 4 736
15 17 526
15 18 526
15 19 886
15 20 641
15 21 990
15 22 682
15 23 84
15 24 792
15 25 315
15 26 363
16 113 460
16 1 321
16 114 309
16 92 218
16 115 360
16 116 130
16 12 304
16 2 142
16 84 634
16 117 73
16 118 147
16 119 114
16 98 156
16 120 385
16 19 673
16 22 637
16 73 402
17 41 792
17 22 972
17 23 769
17 53 791
17 44 947
18 4 836
18 71 842
18 15 529
18 17 972
18 14 963
18 23 987
18 35 36
18 47 895
18 43 68
18 51 609
18 72 106
18 73 435
18 74 282
18 75 380
18 76 597
19 17 6
19 70 210
19 20 520
19 59 301
19 22 828
19 46 170
19 80 846
20 12 721
20 2 388
20 132 541
20 130 260
20 209 565
20 210 651
20 89 892
20 73 290
20 74 452
20 75 721
21 106 382
21 12 226
21 2 766
21 85 474
21 73 798
21 74 546
21 77 924
21 75 810
22 55 326
23 46 255
23 44 704
24 48 132
24 44 771
25 190 597
26 22 323
26 51 869
26 49 732
26 64 718
26 44 266
27 28 241
27 3 338
27 29 547
27 30 476
27 31 673
27 32 988
27 20 219
27 21 398
27 33 487
27 34 966
27 35 244
27 36 146
27 37 126
27 38 15
27 39 794
28 122 631
28 114 28
29 50 153
29 30 418
29 33 239
29 35 891
29 44 778
30 29 877
30 32 161
30 6 575
30 59 287
30 33 163
30 51 231
30 49 143
30 64 850
30 38 840
30 52 13
31 3 796
31 4 719
31 58 697
31 27 719
31 45 16
31 29 858
31 66 745
31 7 966
31 35 902
31 47 920
31 48 336
31 46 664
31 49 412
31 73 400
31 74 641
31 77 569
31 75 513
32 29 607
32 30 231
32 21 616
32 59 942
32 33 77
32 43 770
32 49 962
32 81 576
33 68 263
34 13 190
34 6 945
34 47 689
34 43 434
34 72 843
34 37 81
34 112 6
34 74 681
34 44 186
35 43 453
35 44 421
36 49 665
36 93 524
36 44 947
37 190 230
38 50 461
38 33 236
38 43 999
38 49 240
38 64 3
38 44 754
40 41 347
40 42 341
40 22 211
40 43 974
40 44 597
41 4 103
41 40 778
41 23 322
41 47 428
41 48 406
41 43 822
41 46 56
41 49 549
41 44 44
42 84 417
42 86 386
42 119 291
42 98 105
42 218 237
42 167 513
42 232 905
42 168 189
42 137 934
42 40 94
42 45 461
42 17 46
42 29 498
42 185 403
42 172 630
42 22 773
42 33 392
42 173 607
43 6 559
43 23 1
43 35 695
43 44 142
45 33 600
45 46 461
45 44 14
46 23 255
46 79 20
46 44 465
47 31 58
47 13 621
47 6 852
47 35 726
47 48 403
47 214 301
47 44 56
48 213 62
48 13 312
48 6 42
48 23 448
48 47 970
48 44 200
49 44 252
50 3 466
50 45 558
50 23 105
50 35 632
50 47 123
50 48 905
50 43 42
50 46 19
50 51 87
50 52 391
50 44 275
51 44 375
52 99 462
52 84 172
52 86 813
52 4 592
52 32 610
52 6 428
52 21 544
52 9 178
52 33 38
52 48 897
52 37 374
53 86 392
53 4 968
53 17 967
53 13 585
53 14 90
53 59 39
53 90 989
53 23 858
53 46 922
53 78 854
53 75 478
54 11 411
54 40 523
54 55 439
54 14 454
54 22 455
54 51 298
54 49 179
54 56 965
55 21 149
55 35 337
55 78 175
56 40 782
56 22 650
56 35 147
56 51 824
56 44 703
57 58 607
57 45 108
57 21 524
57 59 426
57 33 361
57 60 377
57 51 495
57 49 711
57 61 854
58 3 835
58 95 787
58 45 452
58 50 812
58 31 761
58 68 295
58 7 335
58 20 203
58 21 241
58 23 385
58 46 128
58 87 556
58 24 515
58 88 57
58 85 107
58 61 560
58 69 971
58 82 264
59 105 405
59 102 329
59 108 802
59 99 897
59 5 230
59 71 801
59 58 53
59 15 177
59 27 642
59 66 243
59 55 406
59 68 899
59 19 567
59 32 461
59 13 659
59 6 745
59 14 338
59 7 304
59 22 603
59 33 555
59 49 740
59 64 699
59 91 278
59 39 181
60 14 619
60 7 681
60 44 275
61 33 754
61 46 116
61 60 53
61 49 54
61 82 342
61 44 267
62 63 224
62 3 124
62 41 150
62 55 466
62 19 60
62 20 943
62 59 764
62 47 686
62 48 43
62 49 175
62 64 783
62 65 541
63 101 111
63 12 264
63 2 491
63 3 793
63 225 949
63 71 532
63 129 420
63 41 279
63 62 797
63 18 60
63 13 433
63 215 70
63 8 91
63 9 283
63 59 580
63 34 696
63 209 710
63 47 912
63 93 810
63 24 747
63 94 289
63 81 949
63 85 516
63 83 652
64 74 470
64 44 685
65 11 463
65 84 209
65 3 750
65 98 574
65 13 241
65 20 292
65 8 408
66 67 408
66 50 660
66 31 285
66 68 79
66 32 754
66 59 853
66 47 98
66 51 711
66 64 451
66 38 301
66 69 792
67 106 987
67 63 785
67 12 390
67 2 88
67 118 741
67 4 839
67 98 960
67 218 587
67 58 220
67 129 442
67 224 425
67 31 889
67 8 667
67 9 581
67 59 424
67 48 425
67 87 77
67 212 412
68 20 557
68 21 158
68 23 722
68 36 624
68 79 282
69 86 994
69 58 795
69 50 6
69 66 489
69 21 791
69 47 520
69 48 395
69 87 805
69 88 813
69 37 732
69 89 201
69 52 271
70 5 550
70 17 81
70 19 671
70 13 884
70 59 11
70 22 16
70 51 380
70 49 509
70 64 369
70 26 341
71 4 966
71 40 776
71 41 447
71 18 836
71 55 108
71 14 163
71 20 852
71 21 391
71 22 221
71 90 394
71 43 653
71 93 697
71 36 678
71 94 868
71 89 363
71 56 392
71 83 259
71 76 720
72 114 599
72 2 23
72 18 357
72 132 949
72 130 307
72 214 341
72 93 153
73 13 766
73 6 465
73 75 958
73 44 562
74 13 161
74 6 445
74 44 791
75 13 880
75 6 421
75 209 220
75 23 778
75 73 572
75 44 835
76 4 787
76 14 352
76 35 107
76 43 998
76 73 448
76 74 146
77 42 695
77 13 496
77 6 220
77 34 76
77 35 101
77 74 119
77 44 15
78 190 860
79 190 454
80 190 10
81 190 328
82 3 566
82 4 376
82 7 659
82 23 54
82 46 343
82 73 888
82 74 78
83 84 16
83 71 864
83 41 387
83 21 781
83 35 144
83 25 808
83 85 611
83 65 63
84 151 680
84 152 426
84 155 645
84 156 373
84 157 617
84 158 804
84 2 219
84 86 937
84 118 248
84 4 611
84 187 334
84 163 76
84 142 803
84 175 906
84 180 271
84 188 333
84 189 248
84 190 723
85 12 999
85 60 62
85 211 222
85 44 707
86 151 245
86 152 460
86 155 857
86 156 908
86 157 747
86 158 699
86 12 680
86 84 474
86 117 473
86 3 393
86 187 1
86 163 340
86 191 922
86 175 536
86 180 655
86 188 86
86 189 25
86 190 830
87 106 867
87 236 199
87 109 982
87 2 649
87 86 212
87 117 65
87 4 607
87 119 610
87 103 589
87 47 511
87 48 111
87 43 62
87 46 308
87 52 798
87 44 490
88 190 681
89 2 408
89 60 168
89 212 392
89 44 439
90 3 6
90 4 93
90 213 954
90 218 704
90 187 630
90 71 382
90 58 485
90 15 917
90 27 186
90 31 440
90 14 881
90 7 949
90 132 108
90 130 371
90 23 921
90 47 590
90 48 731
90 73 514
90 74 986
90 77 469
90 75 971
90 91 393
91 12 922
91 3 626
91 29 485
91 6 451
91 7 45
91 23 711
91 35 758
91 43 729
91 78 807
91 79 47
91 77 106
92 3 812
92 4 188
92 48 768
92 39 795
92 39 826
93 101 431
93 114 441
93 216 211
93 235 173
93 141 299
93 12 269
93 86 48
93 3 159
93 71 70
93 47 611
93 48 138
93 43 362
93 36 644
93 25 79
93 78 769
93 104 271
93 65 250
93 44 265
94 190 692
95 63 167
95 67 658
95 240 922
95 12 450
95 198 94
95 119 960
95 142 751
95 125 288
95 172 55
95 207 350
95 204 804
95 72 524
95 241 411
95 61 663
96 97 918
96 60 702
96 44 315
97 166 465
97 227 386
97 221 418
97 44 537
98 2 783
98 84 699
98 86 783
98 118 898
98 3 654
98 202 193
98 198 490
98 119 641
98 206 219
98 191 81
98 125 525
98 172 701
98 207 1000
98 145 329
98 186 378
99 107 455
99 2 291
99 4 290
99 6 882
99 7 562
99 52 103
100 101 224
100 102 693
100 11 46
100 19 351
100 13 784
100 103 156
100 104 763
101 1 590
101 114 151
101 2 352
101 84 125
101 86 547
101 3 938
101 98 702
101 224 61
101 132 138
101 22 223
101 22 432
101 77 405
102 100 585
102 113 164
102 1 91
102 114 676
102 135 912
102 136 210
102 4 626
102 137 490
102 13 558
102 59 230
102 132 750
102 89 775
102 104 287
103 102 146
103 108 318
103 201 63
103 11 119
103 5 947
103 137 241
103 191 243
103 13 96
103 6 518
103 65 804
103 52 310
104 222 129
104 64 406
104 131 169
104 44 617
105 106 762
105 107 583
105 108 5
105 109 155
105 99 135
105 110 669
105 111 601
105 6 461
105 9 548
105 103 659
105 89 26
105 112 382
105 52 364
106 84 714
106 86 377
106 3 602
106 119 546
106 130 835
106 33 678
106 209 388
106 75 716
107 105 970
107 108 392
107 139 307
107 191 216
107 6 587
107 7 633
108 122 582
108 1 673
108 114 867
108 3 829
108 4 477
108 137 220
108 6 728
108 130 9
108 85 636
108 112 376
109 106 92
109 105 368
109 122 627
109 114 769
109 2 818
109 86 481
109 117 851
109 118 452
109 4 578
109 142 461
109 111 921
109 6 601
109 87 742
110 105 326
110 108 491
110 28 408
110 86 427
110 6 226
110 103 466
110 112 754
111 105 191
111 201 119
111 12 701
111 2 398
111 84 558
111 86 22
111 3 399
111 198 348
111 187 805
111 233 153
111 193 750
111 125 360
111 172 471
111 145 265
111 6 758
111 9 657
111 130 63
111 190 854
112 223 420
112 64 488
112 72 959
112 44 189
113 101 684
113 1 504
113 149 182
113 102 958
113 115 553
113 140 554
113 141 991
113 124 973
113 191 852
113 215 291
114 2 49
114 86 721
114 3 285
114 13 557
114 14 664
114 132 592
114 130 829
114 131 742
114 73 961
114 133 427
115 126 984
115 128 530
115 113 176
115 122 115
115 1 897
115 114 177
115 10 125
115 107 610
115 139 960
115 138 499
115 124 182
116 100 277
116 113 370
116 1 333
116 141 521
116 12 61
116 84 281
116 117 706
116 118 554
116 13 95
116 132 993
116 22 441
116 103 232
117 151 420
117 152 630
117 153 222
117 156 634
117 157 526
117 12 326
117 84 93
117 118 329
117 159 548
117 160 421
117 161 611
117 162 315
117 163 3
117 166 269
117 167 757
117 192 263
117 193 73
117 170 270
117 194 326
117 125 295
117 173 764
117 186 400
117 176 367
117 178 270
117 179 254
117 181 194
117 182 342
118 151 709
118 152 200
118 153 641
118 156 146
118 157 873
118 2 656
118 86 767
118 117 378
118 159 512
118 160 10
118 161 432
118 162 22
118 163 355
118 166 848
118 167 392
118 192 886
118 193 702
118 184 691
118 194 976
118 172 345
118 173 879
118 174 82
118 176 584
118 178 954
118 179 523
118 181 363
118 182 401
119 12 946
119 84 375
119 86 924
119 117 264
119 4 85
119 199 848
119 123 381
119 142 345
119 125 169
119 172 398
119 204 114
119 148 146
119 205 640
119 90 256
119 174 983
120 100 967
120 114 452
120 102 168
120 84 546
120 13 816
120 85 502
121 122 50
121 114 193
121 115 677
121 109 129
121 2 400
121 84 250
121 86 43
121 117 770
121 118 797
121 123 270
121 98 729
121 124 437
121 31 427
121 125 264
121 20 976
121 21 701
122 106 202
122 121 617
122 114 200
122 108 632
122 115 656
122 139 984
122 124 944
122 205 530
123 121 277
123 201 724
123 84 54
123 118 868
123 202 868
123 198 464
123 119 196
123 98 823
123 203 735
123 145 847
123 8 608
123 103 687
123 89 340
123 104 53
123 200 596
124 121 306
124 122 178
124 1 177
124 114 690
124 10 623
124 107 751
124 138 2
125 151 184
125 154 592
125 12 316
125 2 485
125 84 798
125 86 307
125 117 134
125 118 436
125 3 642
125 4 199
125 119 381
125 187 911
125 160 667
125 232 484
125 168 796
125 192 11
125 169 396
125 253 183
125 137 247
125 184 446
125 171 524
125 172 461
125 42 881
125 256 151
125 96 47
125 90 631
125 78 906
125 254 493
125 262 871
125 263 516
125 264 766
125 265 157
125 266 410
125 267 226
126 127 913
126 10 140
127 126 504
127 113 944
127 1 780
127 115 714
127 5 770
127 14 865
127 96 402
127 39 93
128 107 144
128 115 257
129 63 629
129 67 18
129 1 254
129 114 980
129 12 90
129 2 470
129 84 36
129 86 128
129 117 342
129 118 754
129 137 43
129 224 562
130 106 886
130 1 464
130 12 368
130 84 262
130 86 958
130 119 699
130 213 72
130 7 69
130 90 950
130 47 122
130 48 195
130 210 461
130 211 574
130 212 687
130 73 257
130 74 887
130 44 946
131 1 10
131 12 856
131 132 56
131 130 607
131 93 407
132 12 522
132 84 902
132 86 11
132 14 296
132 90 22
132 47 770
132 48 77
132 210 39
132 72 389
132 211 19
132 212 674
132 74 839
132 77 976
132 44 615
133 114 102
133 219 459
133 132 894
133 214 205
133 131 980
133 72 551
133 173 591
133 196 397
133 178 418
133 179 885
133 200 782
133 197 97
133 44 780
134 128 807
134 135 144
134 28 858
134 99 447
134 0 194
134 14 708
134 7 213
134 39 190
135 105 425
135 113 999
135 1 217
135 114 688
135 10 541
135 107 16
135 138 994
135 124 288
135 6 998
136 1 548
136 10 724
136 102 332
136 135 538
136 115 208
136 141 126
136 138 358
136 124 917
137 102 130
137 201 840
137 11 466
137 99 171
137 12 208
137 84 292
137 3 495
137 4 63
137 232 731
137 168 512
137 192 804
137 169 683
137 253 136
137 185 908
137 125 568
137 42 169
137 13 855
137 6 967
137 130 532
137 103 831
137 72 631
137 211 436
137 212 730
137 89 263
137 85 534
137 104 292
137 112 163
137 177 609
137 133 824
137 254 424
138 113 27
138 122 574
138 1 227
138 114 774
138 10 999
138 12 500
138 13 335
139 105 975
139 128 374
139 107 59
139 108 604
139 135 376
139 115 335
139 110 764
139 205 817
139 103 259
140 113 542
140 1 380
140 127 260
140 141 245
141 113 892
141 1 147
141 149 217
141 144 337
142 1 161
142 114 566
142 102 11
142 108 981
142 157 392
142 116 664
142 117 515
142 202 730
142 119 221
142 120 146
142 95 487
142 163 352
142 164 669
142 169 825
142 191 81
142 204 81
142 148 224
142 205 228
142 130 211
142 87 846
142 173 214
142 186 973
142 181 666
142 182 73
142 238 682
142 245 130
142 244 537
142 44 481
142 44 540
143 122 410
143 135 132
143 109 50
143 138 364
143 124 392
144 141 345
144 145 397
145 113 920
145 144 332
145 141 775
145 187 249
145 219 960
145 195 665
145 193 432
145 191 994
145 93 707
145 200 766
145 39 686
146 147 528
146 142 429
146 148 570
147 122 161
147 114 187
147 150 382
147 139 800
148 122 391
148 147 668
148 199 163
148 187 832
148 219 756
148 195 764
148 193 729
148 142 574
148 205 147
148 200 191
148 39 275
149 113 376
149 216 261
149 140 300
149 141 5
149 86 561
149 117 342
149 118 85
149 4 823
149 202 109
149 199 160
149 198 668
149 123 902
149 119 588
149 145 252
149 215 612
149 104 338
149 39 150
149 39 784
150 122 543
150 28 914
150 146 684
150 147 752
150 118 274
150 202 959
150 199 718
150 98 732
150 191 140
150 142 977
150 205 699
150 87 227
150 39 770
151 159 333
151 200 767
151 44 667
152 165 357
152 249 849
152 268 696
152 44 672
153 161 304
153 166 184
153 167 576
153 249 505
153 227 204
153 44 891
154 160 256
154 197 289
154 44 910
155 161 436
155 197 438
155 189 732
155 44 903
156 189 673
156 231 683
156 44 677
157 162 777
157 231 345
157 234 326
157 44 711
158 163 777
158 234 321
158 269 52
158 44 569
159 200 837
159 197 863
159 44 977
160 219 468
160 200 725
160 197 556
160 189 126
160 44 221
161 162 683
161 233 750
161 189 33
161 231 583
161 44 602
162 163 478
162 275 539
162 231 103
162 234 890
162 269 231
162 44 582
163 164 571
163 276 222
163 269 937
163 271 495
163 44 633
164 165 893
164 276 739
164 273 467
164 268 452
164 44 160
165 166 25
165 97 809
165 249 63
165 227 775
165 44 662
166 167 287
166 97 189
166 227 535
166 221 13
166 44 949
167 97 713
167 227 96
167 221 952
167 44 104
168 156 208
168 233 587
168 275 520
168 189 388
168 231 118
168 234 626
168 269 662
168 44 923
169 270 318
169 272 3
169 276 130
169 277 48
169 234 245
169 269 618
169 271 555
169 273 833
169 44 617
170 12 122
170 2 901
170 117 893
170 118 244
170 119 832
170 255 221
170 207 156
170 256 362
171 213 137
171 137 219
171 185 64
171 125 284
171 217 533
171 42 748
171 246 323
171 190 789
172 201 477
172 151 337
172 154 657
172 12 638
172 2 650
172 84 870
172 86 300
172 117 868
172 118 371
172 3 107
172 4 889
172 187 294
172 160 325
172 232 435
172 168 715
172 192 882
172 169 943
172 253 935
172 137 277
172 129 112
172 170 706
172 185 590
172 125 370
172 42 337
172 220 875
172 96 298
172 79 769
172 254 415
172 262 356
172 263 859
172 264 925
172 265 569
172 266 177
172 267 842
173 178 996
174 190 196
175 277 888
175 176 558
175 44 59
176 97 605
176 177 1000
176 249 162
176 227 317
176 44 474
177 153 352
177 166 539
177 167 794
177 253 14
177 97 742
177 170 573
177 125 900
177 172 604
177 176 505
177 221 83
177 183 931
177 44 456
178 219 750
178 179 477
178 200 193
178 197 460
178 44 602
179 219 509
179 233 919
179 180 430
179 197 962
179 189 767
179 44 152
180 233 313
180 181 775
180 231 176
180 44 982
181 275 997
181 182 309
181 231 847
181 234 19
181 44 366
182 275 382
182 188 306
182 44 636
183 177 679
183 44 511
184 12 777
184 2 658
184 117 967
184 118 407
184 98 883
184 194 51
184 172 380
184 42 842
184 256 870
185 218 22
185 137 587
185 171 996
185 172 735
185 217 326
185 42 754
185 246 343
185 190 896
186 190 339
187 151 747
187 4 132
187 199 991
187 160 31
187 219 398
187 97 788
187 111 965
187 220 549
187 173 593
187 174 429
187 221 597
187 44 504
188 276 176
188 279 737
188 269 221
188 271 239
188 44 366
189 155 524
189 237 117
189 44 283
191 113 728
191 102 908
191 108 598
191 157 566
191 116 642
191 109 876
191 146 552
191 141 274
191 117 547
191 202 781
191 119 518
191 120 464
191 110 288
191 163 944
191 142 604
191 215 612
191 132 589
191 173 38
191 186 467
191 182 227
191 238 600
191 244 163
191 44 771
191 44 946
192 157 141
192 158 175
192 275 847
192 276 552
192 231 245
192 234 534
192 269 363
192 271 11
192 44 626
193 1 546
193 114 2
193 12 755
193 2 914
193 84 250
193 213 890
193 218 371
193 195 85
193 14 136
193 8 794
193 9 538
193 214 102
193 210 785
194 12 114
194 2 246
194 118 262
194 226 439
194 170 776
194 204 988
195 1 839
195 114 322
195 213 652
195 218 248
195 187 718
195 166 887
195 97 287
195 97 775
195 193 87
195 250 711
195 111 723
195 8 726
195 9 724
195 59 207
195 64 120
195 214 129
195 210 915
195 85 328
195 44 939
195 190 835
196 219 737
196 178 569
196 133 221
196 200 101
196 44 742
197 155 3
197 237 446
197 44 69
198 105 315
198 86 527
198 117 339
198 199 601
198 123 42
198 119 917
198 98 691
198 110 530
198 111 668
198 148 308
198 130 223
198 103 961
198 85 719
198 112 961
198 200 323
199 84 763
199 86 206
199 202 917
199 226 960
199 123 560
199 119 144
199 187 996
199 142 618
199 185 213
199 145 546
199 227 864
199 44 231
200 219 145
200 196 896
200 44 430
201 12 984
201 2 695
201 84 429
201 86 145
201 117 253
201 118 229
201 119 726
201 0 835
201 5 9
201 137 649
201 125 569
201 172 678
201 203 307
201 13 721
201 6 75
201 65 636
202 84 21
202 199 423
202 226 213
202 123 931
202 98 754
202 187 328
202 191 815
202 171 606
202 145 129
202 133 7
202 227 620
202 44 441
203 101 536
203 201 342
203 12 617
203 2 239
203 84 448
203 86 420
203 118 826
203 4 369
203 123 185
203 187 723
203 233 815
203 193 673
203 172 188
203 148 939
203 8 596
203 190 174
204 2 896
204 86 63
204 118 826
204 4 156
204 199 998
204 226 957
204 119 123
204 98 636
204 187 148
204 225 7
204 95 357
204 219 823
204 233 248
204 194 589
204 172 166
204 207 898
204 252 263
204 220 572
204 205 313
204 238 580
204 245 61
204 221 342
204 189 404
204 231 42
204 44 798
204 190 622
205 109 642
205 84 441
205 86 357
205 202 880
205 198 448
205 119 45
205 98 866
205 142 280
205 125 426
205 172 309
205 111 171
205 130 384
205 33 917
206 67 197
206 84 70
206 86 92
206 98 132
206 225 156
206 95 866
206 159 784
206 159 297
206 125 728
206 172 640
206 42 49
206 96 971
206 78 780
207 2 687
207 86 289
207 118 217
207 4 798
207 199 57
207 226 315
207 119 950
207 98 675
207 187 140
207 95 316
207 219 746
207 233 952
207 194 470
207 172 97
207 204 271
207 252 629
207 256 359
207 205 660
207 238 201
207 245 808
207 221 272
207 189 874
207 231 422
207 44 106
207 190 500
208 101 526
208 126 322
208 10 898
208 102 737
208 135 175
208 140 809
208 120 505
209 13 255
209 6 504
209 23 653
209 48 79
209 46 487
209 64 409
209 131 724
209 25 762
209 73 902
209 75 437
209 44 594
210 114 60
210 213 73
210 218 128
210 48 816
210 44 227
211 12 16
211 31 780
211 132 436
211 130 663
211 210 682
211 74 993
212 2 560
212 132 414
212 130 329
212 73 611
213 84 893
213 3 151
213 4 971
213 206 591
213 137 438
213 185 575
213 217 489
213 148 529
213 132 169
213 130 508
213 72 195
213 37 169
213 190 709
214 1 684
214 213 392
214 218 301
214 47 119
214 48 843
214 87 581
214 44 564
215 216 632
215 84 445
215 86 570
215 123 843
215 98 758
215 203 129
215 132 121
215 130 463
216 118 827
216 3 745
216 225 740
216 71 885
216 15 351
216 125 730
216 172 497
216 35 893
216 93 27
216 239 503
217 213 420
217 206 279
217 137 399
217 171 727
217 125 836
217 42 948
217 190 411
218 137 670
218 171 695
218 217 632
218 203 479
218 145 780
218 132 938
218 130 747
218 131 601
218 85 591
218 73 847
218 74 438
218 75 65
218 190 847
219 159 562
219 200 748
219 197 623
219 44 865
220 2 466
220 118 336
220 119 51
220 172 996
220 252 142
220 256 766
220 177 418
221 177 559
221 44 16
222 72 492
222 112 124
223 131 83
223 104 976
224 67 590
224 114 985
224 12 51
224 2 691
224 84 701
224 86 975
224 117 895
224 118 491
224 3 520
224 4 82
224 137 171
224 129 180
224 125 500
224 133 617
224 190 625
225 63 216
225 2 593
225 198 518
225 98 805
225 191 90
225 125 986
225 207 828
225 204 998
225 131 496
225 56 580
225 39 368
226 12 860
226 2 149
226 84 406
226 117 177
226 118 544
226 4 176
226 202 234
226 98 462
226 166 90
226 166 337
226 195 767
226 228 964
226 229 181
226 125 11
226 172 7
226 207 79
226 204 622
226 203 198
226 111 99
226 145 423
226 148 619
226 176 386
226 176 372
226 190 96
226 190 761
227 44 670
228 118 398
228 202 697
228 226 32
228 198 892
228 123 22
228 166 169
228 137 948
228 229 692
228 255 759
228 257 207
228 145 960
229 226 866
229 123 774
229 137 701
229 228 632
229 255 277
229 257 449
229 145 135
230 151 930
230 154 969
230 219 339
230 200 104
230 197 998
230 189 566
230 231 890
230 44 10
231 44 301
232 155 711
232 219 692
232 233 750
232 197 872
232 189 767
232 231 10
232 234 48
232 44 564
233 161 1000
233 189 552
233 231 518
233 44 836
234 44 385
235 211 181
235 85 509
235 77 411
236 36 178
236 212 103
236 89 487
236 74 737
236 77 298
237 219 333
237 233 91
237 178 26
237 238 449
237 197 450
237 189 236
237 44 382
238 233 480
238 142 795
238 200 489
238 231 493
238 44 315
238 44 568
239 114 79
239 216 824
239 12 30
239 2 393
239 3 726
239 129 78
239 21 527
239 90 764
239 214 613
240 95 122
240 58 643
240 27 134
240 172 860
240 23 733
240 88 455
241 16 773
241 1 655
241 12 95
241 84 423
241 86 859
241 137 110
241 24 608
241 36 279
242 190 968
243 190 363
244 202 199
244 199 844
244 195 435
244 193 329
244 245 169
244 283 427
244 44 879
245 187 719
245 219 65
245 233 662
245 275 682
245 276 56
245 142 25
245 148 963
245 252 696
245 282 603
245 238 164
245 283 558
245 200 834
245 197 106
245 189 98
245 231 125
245 234 335
245 269 409
245 271 24
245 44 513
246 277 355
246 175 418
246 273 551
246 268 783
246 44 408
247 12 857
247 137 921
247 172 70
247 248 374
247 190 496
248 2 306
248 137 807
248 125 428
248 247 859
248 190 466
249 44 976
250 167 830
250 97 525
250 204 164
250 44 873
251 97 965
251 44 615
252 190 589
253 152 706
253 153 841
253 97 30
253 249 334
253 227 288
253 273 315
253 268 39
253 44 736
254 97 779
254 177 808
254 44 592
255 12 412
255 2 829
255 117 789
255 257 98
255 125 172
255 177 758
256 12 626
256 117 909
256 98 312
256 125 415
256 252 39
256 220 28
256 177 909
257 12 714
257 2 650
257 117 389
257 118 714
257 255 329
257 125 72
257 172 569
257 177 702
258 12 134
258 137 48
258 170 499
258 125 767
258 177 506
259 123 579
259 167 444
259 137 384
259 184 418
259 258 655
259 172 473
259 177 660
260 191 982
261 12 813
261 117 7
261 137 250
261 142 915
261 185 78
261 172 601
262 233 110
262 44 672
263 233 610
263 275 621
263 44 227
264 275 158
264 44 918
265 275 736
265 276 75
265 44 84
266 276 584
266 44 541
267 276 525
267 277 953
267 44 717
268 44 355
269 44 104
270 269 357
270 271 94
270 44 604
271 44 505
272 164 348
272 271 20
272 273 591
272 44 30
273 44 72
274 273 776
274 268 385
274 44 452
275 162 739
275 234 452
275 269 636
275 44 336
276 164 612
276 271 683
276 273 763
276 44 701
277 165 607
277 249 292
277 268 528
277 44 308
278 274 745
278 277 446
278 97 290
278 269 728
278 271 706
278 273 636
278 268 734
278 44 857
279 276 852
279 246 503
279 44 970
280 277 302
280 97 299
280 44 552
281 277 477
281 44 796
282 219 785
282 142 970
282 238 20
282 200 740
282 44 665
282 44 670
283 202 739
283 199 414
283 276 32
283 195 671
283 193 255
283 244 773
283 44 397
284 187 703
