115 613
26 27 383
26 34 1
26 38 3
26 42 26
26 43 23
26 61 1
26 85 1
27 56 3
27 62 3
27 63 210
27 65 238
27 70 3
27 76 1
27 95 1
27 96 1
28 38 5
28 50 8
28 69 137
28 78 234
28 90 1
28 113 32
29 30 773
29 35 1
29 42 1
29 55 10
29 79 1
29 80 710
29 82 16
29 91 663
29 94 1
29 101 1
30 35 1
30 44 1
30 50 2
30 55 335
30 79 2
30 82 523
30 94 1
30 101 1
30 109 371
31 32 5
31 34 1
31 43 25
31 54 1
31 55 69
31 61 1
31 71 1
31 79 1
31 85 119
31 99 1
32 39 1
32 47 1
32 49 1
32 64 695
32 100 9
32 106 1
33 37 1
33 45 1
33 89 1
33 103 405
33 105 123
33 109 19
34 35 27
34 42 1
34 54 1
34 61 2
34 71 1
34 94 1
34 99 1
35 44 1
35 55 407
35 79 33
35 92 1
35 94 1
35 101 472
36 37 282
36 43 143
36 58 1
36 59 1
37 45 12
37 80 39
37 89 1
37 95 46
37 103 330
37 105 1
37 109 1
38 39 3
38 43 405
38 54 1
38 71 1
38 85 16
39 47 1
39 54 10
39 60 6
39 82 17
39 100 247
39 106 587
40 41 336
40 51 3
40 52 533
40 72 1
40 74 1
40 81 1
40 98 1
40 102 1
40 107 1
41 67 131
41 93 5
41 104 222
42 43 1
42 57 1
42 63 1
43 61 2
43 70 1
43 79 1
43 85 1
44 45 1
44 48 1
44 57 1
44 66 46
44 75 11
44 86 3
44 91 237
44 112 834
45 62 583
45 89 1
45 103 1
45 105 7
45 109 104
46 47 102
46 49 15
46 53 3
46 67 9
46 73 256
46 83 5
46 88 69
46 110 519
46 111 379
46 114 571
47 60 1
47 61 2
47 64 370
47 100 1
48 49 15
48 53 1
48 57 1
48 66 38
48 75 1
48 86 1
48 91 1
48 92 82
48 96 1
48 98 1
49 53 1
49 67 350
49 73 19
49 83 1
49 84 1
49 88 1
49 110 2
49 114 1
50 51 16
50 68 1
50 69 6
50 78 7
50 90 1
51 68 110
51 77 20
51 78 2
51 101 254
51 108 1
51 111 1
52 53 925
52 72 6
52 74 581
52 84 355
52 98 1
52 102 1
52 112 1
53 67 1
53 73 2
53 83 1
53 86 5
53 88 1
53 110 1
53 114 82
54 55 14
54 61 1
54 71 1
54 99 36
55 79 22
55 89 191
55 94 1
55 101 1
56 57 28
56 62 1
56 65 4
56 70 1
56 76 17
56 87 440
56 95 148
56 96 48
56 106 11
57 75 85
57 86 1
57 91 1
57 92 8
57 112 1
58 59 3
58 63 493
58 88 157
58 97 1
58 101 971
58 114 229
59 60 240
59 63 1
59 66 1
59 76 1
59 97 12
59 113 3
60 64 8
60 71 1
60 106 214
61 62 1
61 71 322
61 92 4
61 99 334
62 70 288
62 76 1
62 87 382
62 95 24
62 105 1
63 64 563
63 65 5
63 97 1
63 109 1
63 112 1
64 100 1
64 106 8
64 111 29
65 66 1
65 70 1
65 87 2
65 96 560
65 113 1
66 75 2
66 76 2
66 86 265
66 91 2
66 92 1
66 112 1
67 68 378
67 73 42
67 83 44
67 88 3
67 104 1
67 110 590
67 114 1
68 78 1
68 108 248
68 111 2
69 70 12
69 83 1
69 88 16
69 90 1
69 91 1
69 95 7
70 76 1
70 95 654
70 103 247
70 113 1
71 72 6
71 99 658
72 74 7
72 81 1
72 102 22
72 104 1
72 107 1
73 74 1
73 77 1
73 83 1
73 88 671
73 110 12
73 114 2
74 82 1
74 84 627
74 102 142
75 76 1
75 86 1
75 92 72
75 107 1
75 112 1
76 95 4
76 96 23
76 113 3
77 78 1
77 82 1
77 98 1
77 108 841
77 111 3
78 108 27
78 111 635
79 80 1
79 94 907
79 101 1
79 109 136
80 82 867
80 85 1
80 86 1
80 91 1
80 93 1
80 94 62
80 105 24
80 110 12
81 82 8
81 83 13
81 84 81
81 98 17
81 107 1
82 93 1
82 94 14
82 100 143
83 84 1
83 88 276
83 110 1
83 114 49
84 98 1
84 107 3
85 99 12
86 87 1
86 91 1
86 92 383
86 97 3
87 95 2
87 96 1
87 104 1
87 113 71
88 89 1
88 107 4
88 110 80
88 114 7
89 99 1
89 103 1
89 105 657
89 109 3
91 92 429
91 93 1
91 112 22
92 106 13
92 112 83
93 104 15
94 101 10
95 113 1
96 112 228
96 113 1
97 98 1
97 112 887
98 102 36
98 107 159
99 100 244
100 102 113
102 103 1
102 107 1
103 105 151
103 109 2
104 114 27
105 109 794
108 111 1
110 114 1
