115 613
73 110 434
73 114 923
74 82 919
74 84 667
74 102 324
75 76 414
75 86 596
75 92 753
75 107 686
75 112 126
76 95 376
76 96 947
76 113 671
77 78 680
77 82 825
77 98 495
77 108 604
77 111 47
78 108 237
78 111 165
79 80 589
79 94 623
79 101 359
79 109 125
80 82 626
80 85 517
80 86 772
80 91 70
80 93 701
80 94 256
80 105 928
80 110 582
81 82 506
81 83 236
81 84 849
81 98 885
81 107 659
82 93 36
82 94 900
82 100 142
83 84 861
83 88 459
83 110 645
83 114 555
84 98 608
84 107 65
85 99 547
86 87 541
86 91 227
86 92 967
86 97 836
87 95 720
87 96 839
87 104 782
87 113 520
88 89 192
88 107 651
88 110 213
88 114 179
89 99 239
89 103 730
89 105 809
89 109 885
91 92 5
91 93 672
91 112 104
92 106 129
92 112 127
93 104 311
94 101 84
95 113 192
96 112 210
96 113 691
97 98 479
97 112 969
98 102 302
98 107 267
99 100 417
100 102 623
102 103 500
102 107 179
103 105 133
103 109 286
104 114 36
105 109 811
108 111 544
110 114 97
